% date | month | active case | removed case
2	8	596	13193
3	8	698	13298
4	8	742	13331
5	8	816	13369
6	8	902	13404
7	8	985	13457
8	8	985	13457
9	8	985	13457
10	8	1270	13545
11	8	1350	13609
12	8	1383	13687
13	8	1462	13752
14	8	1542	13837
15	8	1587	13896
16	8	1656	13961
17	8	1702	14038
18	8	1705	14150
19	8	1668	14272
20	8	1666	14390
21	8	1562	14565
22	8	1673	14566
23	8	1515	14802
24	8	1464	14933
25	8	1392	15088
26	8	1311	15226
27	8	1240	15387
28	8	1199	15501
29	8	1166	15613
30	8	1151	15740
31	8	1156	15829
1	9	1159	15925
2	9	1156	16039
3	9	1249	16125
4	9	1334	16213
5	9	1438	16298
6	9	1496	16387
7	9	1652	16461
8	9	1821	16535
9	9	1989	16618
10	9	2226	16698
11	9	2448	16768
12	9	2680	16877
13	9	2926	16964
14	9	3167	17070
15	9	3381	17190
16	9	3549	17391
17	9	3840	17553
18	9	4102	17745
19	9	4485	17951
20	9	4753	18152
21	9	4945	18378
22	9	5123	18676
23	9	5355	19002
24	9	5625	19291
25	9	5937	19657
26	9	6215	19998
27	9	6338	20299
28	9	6481	20591
29	9	6494	20970
30	9	6594	21404
1	10	6436	21960
2	10	6456	22476
3	10	6351	22951
4	10	6306	23374
5	10	6276	23781
6	10	6061	24318
7	10	5797	24913
8	10	5592	25564
9	10	5471	26167
10	10	5428	26654
11	10	5373	27049
12	10	5399	27412
13	10	5202	27899
14	10	5238	28355
15	10	5228	28795
16	10	5213	29228
17	10	5345	29596
18	10	5457	29935
19	10	5596	30248
20	10	5687	30686
21	10	5881	31122
22	10	6192	31571
23	10	6630	31992
24	10	7010	32401
25	10	7669	32687
26	10	8467	32945
27	10	8751	33406
28	10	9333	33841
29	10	9717	34317
30	10	10454	34771
31	10	11107	35244
1	11	11617	35682
2	11	12106	36135
3	11	12755	36839
4	11	12909	37621
5	11	13264	38489
6	11	13815	39365
7	11	14000	40230
8	11	14073	41048
9	11	13913	41979
10	11	13959	42999
11	11	13716	44236
12	11	13515	45448
13	11	13539	46461
14	11	13547	47531
15	11	13629	48507
16	11	13871	49460
17	11	13822	50729
18	11	13821	51987
19	11	13887	53218
20	11	14114	54248
21	11	14418	55217
22	11	14427	56058
23	11	14833	56821
24	11	15149	57872
25	11	15254	58950
26	11	15334	60061
27	11	15590	61128
28	11	16070	62284
29	11	16009	63343
30	11	16129	64352
1	12	16346	65603
2	12	16597	66938
3	12	16866	68274
4	12	17244	69499
5	12	18111	70747
6	12	18842	71761
7	12	19873	72776
8	12	20846	73953
9	12	22086	75271
10	12	23907	76582
11	12	25710	77854
12	12	27945	79171
13	12	29423	80335
14	12	31581	81514
15	12	33027	83060
16	12	35003	84776
17	12	37159	86654
18	12	39754	88567
19	12	41017	90589
20	12	42136	92298
21	12	43365	94267
22	12	43172	97003
23	12	43351	100121
24	12	43043	103298
25	12	42774	106559
26	12	41355	109812
27	12	40455	112892
28	12	39781	116045
29	12	38494	119953
30	12	37020	124210
31	12	34905	128574
